timestamp,event,total_in,total_out,occupancy
2023-12-18 11:31:00,OUT,17,16,1
2023-12-18 11:39:00,IN,18,16,2
2023-12-18 11:44:00,OUT,18,17,1
2023-12-18 11:46:00,OUT,18,18,0
2023-12-18 11:48:00,IN,19,18,1
2023-12-18 11:53:00,OUT,19,19,0
2023-12-18 11:58:00,IN,20,19,1
2023-12-18 12:04:00,OUT,20,20,0
2023-12-18 12:18:00,IN,21,20,1
2023-12-18 12:25:00,OUT,21,21,0
2023-12-18 12:30:00,IN,22,21,1
2023-12-18 12:43:00,IN,23,21,2
2023-12-18 12:50:00,OUT,23,22,1
2023-12-18 13:02:00,OUT,23,23,0
2023-12-18 13:07:00,IN,24,23,1
2023-12-18 13:20:00,IN,25,23,2
2023-12-18 13:31:00,OUT,25,24,1
2023-12-18 13:39:00,IN,26,24,2
2023-12-18 13:44:00,IN,27,24,3
2023-12-18 13:52:00,IN,28,24,4
2023-12-18 14:07:00,OUT,28,25,3
2023-12-18 14:13:00,IN,29,25,4
2023-12-18 14:17:00,IN,30,25,5
2023-12-18 14:20:00,IN,31,25,6
2023-12-18 14:22:00,IN,32,25,7
2023-12-18 14:24:00,OUT,32,26,6
2023-12-18 14:30:00,IN,33,26,7
2023-12-18 14:32:00,OUT,33,27,6
2023-12-18 14:35:00,OUT,33,28,5
2023-12-18 14:38:00,OUT,33,29,4
2023-12-18 14:43:00,IN,34,29,5
2023-12-18 14:45:00,IN,35,29,6
2023-12-18 14:48:00,IN,36,29,7
2023-12-18 14:55:00,IN,37,29,8
2023-12-18 15:03:00,IN,38,29,9
2023-12-18 15:09:00,OUT,38,30,8
2023-12-18 15:15:00,IN,39,30,9
2023-12-18 15:19:00,IN,40,30,10
2023-12-18 15:23:00,IN,41,30,11
2023-12-18 15:27:00,IN,42,30,12
2023-12-18 15:30:00,IN,43,30,13
2023-12-18 15:37:00,IN,44,30,14
2023-12-18 15:42:00,OUT,44,31,13
2023-12-18 15:50:00,OUT,44,32,12
2023-12-18 15:56:00,IN,45,32,13
2023-12-18 16:04:00,IN,46,32,14
2023-12-18 16:10:00,IN,47,32,15
2023-12-18 16:14:00,IN,48,32,16
2023-12-18 16:20:00,OUT,48,33,15
2023-12-18 16:26:00,OUT,48,34,14
2023-12-18 16:30:00,IN,49,34,15
2023-12-18 16:36:00,IN,50,34,16
2023-12-18 16:43:00,OUT,50,35,15
2023-12-18 16:48:00,OUT,50,36,14
2023-12-18 16:51:00,OUT,50,37,13
2023-12-18 16:59:00,OUT,50,38,12
2023-12-18 17:02:00,IN,51,38,13
2023-12-18 17:10:00,IN,52,38,14
2023-12-18 17:18:00,IN,53,38,15
2023-12-18 17:20:00,IN,54,38,16
2023-12-18 17:22:00,IN,55,38,17
2023-12-18 17:28:00,IN,56,38,18
2023-12-18 17:34:00,IN,57,38,19
2023-12-18 17:39:00,OUT,57,39,18
2023-12-18 17:43:00,OUT,57,40,17
2023-12-18 17:50:00,IN,58,40,18
2023-12-18 17:53:00,OUT,58,41,17
2023-12-18 17:55:00,OUT,58,42,16
2023-12-18 17:57:00,OUT,58,43,15
2023-12-18 18:02:00,IN,59,43,16
2023-12-18 18:11:00,OUT,59,44,15
2023-12-18 18:22:00,IN,60,44,16
2023-12-18 18:32:00,OUT,60,45,15
2023-12-18 18:39:00,IN,61,45,16
2023-12-18 18:53:00,OUT,61,46,15
2023-12-18 18:58:00,OUT,61,47,14
2023-12-18 19:09:00,OUT,61,48,13
2023-12-18 19:16:00,OUT,61,49,12
2023-12-18 19:21:00,OUT,61,50,11
2023-12-18 19:35:00,IN,62,50,12
2023-12-18 19:50:00,IN,63,50,13
2023-12-18 20:05:00,OUT,63,51,12
2023-12-18 20:10:00,OUT,63,52,11
2023-12-18 20:11:00,OUT,63,53,10
2023-12-18 20:14:00,OUT,63,54,9
2023-12-18 20:15:00,OUT,63,55,8
2023-12-18 20:20:00,OUT,63,56,7
2023-12-18 20:22:00,OUT,63,57,6
2023-12-18 20:25:00,OUT,63,58,5
2023-12-18 20:28:00,OUT,63,59,4
2023-12-18 20:29:00,OUT,63,60,3
2023-12-18 20:31:00,OUT,63,61,2
2023-12-18 20:35:00,OUT,63,62,1
2023-12-18 20:40:00,OUT,63,63,0
2023-12-27 08:00:00,IN,1,0,1
2023-12-27 08:12:00,IN,2,0,2
2023-12-27 08:21:00,IN,3,0,3
2023-12-27 08:33:00,OUT,3,1,2
2023-12-27 08:46:00,OUT,3,2,1
2023-12-27 09:01:00,OUT,3,3,0
2023-12-27 09:03:00,IN,4,3,1
2023-12-27 09:09:00,OUT,4,4,0
2023-12-27 09:15:00,IN,5,4,1
2023-12-27 09:23:00,OUT,5,5,0
2023-12-27 09:25:00,IN,6,5,1
2023-12-27 09:29:00,IN,7,5,2
2023-12-27 09:31:00,IN,8,5,3
2023-12-27 09:38:00,IN,9,5,4
2023-12-27 09:41:00,OUT,9,6,3
2023-12-27 09:46:00,IN,10,6,4
2023-12-27 09:50:00,OUT,10,7,3
2023-12-27 09:53:00,OUT,10,8,2
2023-12-27 09:59:00,IN,11,8,3
2023-12-27 10:03:00,OUT,11,9,2
2023-12-27 10:06:00,IN,12,9,3
2023-12-27 10:09:00,IN,13,9,4
2023-12-27 10:11:00,IN,14,9,5
2023-12-27 10:15:00,IN,15,9,6
2023-12-27 10:23:00,IN,16,9,7
2023-12-27 10:27:00,IN,17,9,8
2023-12-27 10:29:00,IN,18,9,9
2023-12-27 10:37:00,IN,19,9,10
2023-12-27 10:40:00,OUT,19,10,9
2023-12-27 10:47:00,OUT,19,11,8
2023-12-27 10:53:00,OUT,19,12,7
2023-12-27 10:58:00,OUT,19,13,6
2023-12-27 11:01:00,IN,20,13,7
2023-12-27 11:07:00,OUT,20,14,6
2023-12-27 11:10:00,OUT,20,15,5
2023-12-27 11:12:00,OUT,20,16,4
2023-12-27 11:14:00,OUT,20,17,3
2023-12-27 11:22:00,IN,21,17,4
2023-12-27 11:24:00,OUT,21,18,3
2023-12-27 11:30:00,OUT,21,19,2
2023-12-27 11:35:00,IN,22,19,3
2023-12-27 11:40:00,OUT,22,20,2
2023-12-27 11:48:00,OUT,22,21,1
2023-12-27 11:56:00,OUT,22,22,0
2023-12-27 11:58:00,IN,23,22,1
2023-12-27 12:00:00,IN,24,22,2
2023-12-27 12:14:00,IN,25,22,3
2023-12-27 12:26:00,IN,26,22,4
2023-12-27 12:33:00,OUT,26,23,3
2023-12-27 12:40:00,IN,27,23,4
2023-12-27 12:48:00,IN,28,23,5
2023-12-27 13:00:00,OUT,28,24,4
2023-12-27 13:14:00,OUT,28,25,3
2023-12-27 13:24:00,OUT,28,26,2
2023-12-27 13:39:00,IN,29,26,3
2023-12-27 13:51:00,OUT,29,27,2
2023-12-27 13:56:00,OUT,29,28,1
2023-12-27 14:02:00,OUT,29,29,0
2023-12-27 14:10:00,IN,30,29,1
2023-12-27 14:18:00,OUT,30,30,0
2023-12-27 14:23:00,IN,31,30,1
2023-12-27 14:27:00,IN,32,30,2
2023-12-27 14:33:00,OUT,32,31,1
2023-12-27 14:36:00,OUT,32,32,0
2023-12-27 14:43:00,IN,33,32,1
2023-12-27 14:47:00,OUT,33,33,0
2023-12-27 14:52:00,IN,34,33,1
2023-12-27 14:56:00,IN,35,33,2
2023-12-27 15:00:00,IN,36,33,3
2023-12-27 15:05:00,OUT,36,34,2
2023-12-27 15:08:00,IN,37,34,3
2023-12-27 15:10:00,IN,38,34,4
2023-12-27 15:14:00,IN,39,34,5
2023-12-27 15:17:00,IN,40,34,6
2023-12-27 15:20:00,IN,41,34,7
2023-12-27 15:25:00,IN,42,34,8
2023-12-27 15:27:00,IN,43,34,9
2023-12-27 15:35:00,IN,44,34,10
2023-12-27 15:40:00,IN,45,34,11
2023-12-27 15:45:00,IN,46,34,12
2023-12-27 15:49:00,OUT,46,35,11
2023-12-27 15:52:00,OUT,46,36,10
2023-12-27 15:54:00,OUT,46,37,9
2023-12-27 15:58:00,IN,47,37,10
2023-12-27 16:05:00,IN,48,37,11
2023-12-27 16:10:00,OUT,48,38,10
2023-12-27 16:14:00,OUT,48,39,9
2023-12-27 16:18:00,IN,49,39,10
2023-12-27 16:23:00,IN,50,39,11
2023-12-27 16:29:00,IN,51,39,12
2023-12-27 16:36:00,OUT,51,40,11
2023-12-27 16:43:00,IN,52,40,12
2023-12-27 16:48:00,IN,53,40,13
2023-12-27 16:50:00,IN,54,40,14
2023-12-27 16:54:00,OUT,54,41,13
2023-12-27 17:01:00,IN,55,41,14
2023-12-27 17:09:00,IN,56,41,15
2023-12-27 17:12:00,IN,57,41,16
2023-12-27 17:18:00,OUT,57,42,15
2023-12-27 17:26:00,IN,58,42,16
2023-12-27 17:29:00,IN,59,42,17
2023-12-27 17:37:00,OUT,59,43,16
2023-12-27 17:41:00,IN,60,43,17
2023-12-27 17:49:00,OUT,60,44,16
2023-12-27 17:55:00,OUT,60,45,15
2023-12-27 18:01:00,OUT,60,46,14
2023-12-27 18:14:00,IN,61,46,15
2023-12-27 18:29:00,OUT,61,47,14
2023-12-27 18:35:00,OUT,61,48,13
2023-12-27 18:46:00,OUT,61,49,12
2023-12-27 18:54:00,IN,62,49,13
2023-12-27 19:08:00,OUT,62,50,12
2023-12-27 19:15:00,IN,63,50,13
2023-12-27 19:20:00,OUT,63,51,12
2023-12-27 19:35:00,IN,64,51,13
2023-12-27 19:43:00,IN,65,51,14
2023-12-27 19:53:00,IN,66,51,15
2023-12-27 20:09:00,OUT,66,52,14
2023-12-27 20:14:00,OUT,66,53,13
2023-12-27 20:15:00,OUT,66,54,12
2023-12-27 20:20:00,OUT,66,55,11
2023-12-27 20:23:00,OUT,66,56,10
2023-12-27 20:28:00,OUT,66,57,9
2023-12-27 20:32:00,OUT,66,58,8
2023-12-27 20:35:00,OUT,66,59,7
2023-12-27 20:36:00,OUT,66,60,6
2023-12-27 20:39:00,OUT,66,61,5
2023-12-27 20:41:00,OUT,66,62,4
2023-12-27 20:42:00,OUT,66,63,3
2023-12-27 20:46:00,OUT,66,64,2
2023-12-27 20:48:00,OUT,66,65,1
2023-12-27 20:49:00,OUT,66,66,0
2024-01-13 08:00:00,IN,1,0,1
2024-01-13 08:07:00,IN,2,0,2
2024-01-13 08:22:00,IN,3,0,3
2024-01-13 08:30:00,IN,4,0,4
2024-01-13 08:41:00,IN,5,0,5
2024-01-13 08:49:00,OUT,5,1,4
2024-01-13 09:03:00,OUT,5,2,3
2024-01-13 09:08:00,OUT,5,3,2
2024-01-13 09:11:00,IN,6,3,3
2024-01-13 09:15:00,IN,7,3,4
2024-01-13 09:20:00,OUT,7,4,3
2024-01-13 09:23:00,OUT,7,5,2
2024-01-13 09:30:00,IN,8,5,3
2024-01-13 09:38:00,OUT,8,6,2
2024-01-13 09:42:00,IN,9,6,3
2024-01-13 09:47:00,IN,10,6,4
2024-01-13 09:49:00,IN,11,6,5
2024-01-13 09:51:00,OUT,11,7,4
2024-01-13 09:57:00,IN,12,7,5
2024-01-13 10:05:00,IN,13,7,6
2024-01-13 10:11:00,OUT,13,8,5
2024-01-13 10:14:00,IN,14,8,6
2024-01-13 10:21:00,IN,15,8,7
2024-01-13 10:29:00,IN,16,8,8
2024-01-13 10:37:00,OUT,16,9,7
2024-01-13 10:42:00,IN,17,9,8
2024-01-13 10:44:00,OUT,17,10,7
2024-01-13 10:52:00,OUT,17,11,6
2024-01-13 10:59:00,IN,18,11,7
2024-01-13 11:07:00,IN,19,11,8
2024-01-13 11:15:00,IN,20,11,9
2024-01-13 11:20:00,IN,21,11,10
2024-01-13 11:22:00,IN,22,11,11
2024-01-13 11:28:00,IN,23,11,12
2024-01-13 11:36:00,IN,24,11,13
2024-01-13 11:41:00,IN,25,11,14
2024-01-13 11:48:00,OUT,25,12,13
2024-01-13 11:54:00,IN,26,12,14
2024-01-13 11:57:00,IN,27,12,15
2024-01-13 12:03:00,IN,28,12,16
2024-01-13 12:16:00,IN,29,12,17
2024-01-13 12:27:00,OUT,29,13,16
2024-01-13 12:42:00,OUT,29,14,15
2024-01-13 12:55:00,OUT,29,15,14
2024-01-13 13:08:00,IN,30,15,15
2024-01-13 13:23:00,OUT,30,16,14
2024-01-13 13:36:00,OUT,30,17,13
2024-01-13 13:47:00,IN,31,17,14
2024-01-13 13:55:00,IN,32,17,15
2024-01-13 14:01:00,OUT,32,18,14
2024-01-13 14:05:00,OUT,32,19,13
2024-01-13 14:08:00,IN,33,19,14
2024-01-13 14:14:00,OUT,33,20,13
2024-01-13 14:19:00,IN,34,20,14
2024-01-13 14:21:00,IN,35,20,15
2024-01-13 14:26:00,IN,36,20,16
2024-01-13 14:28:00,OUT,36,21,15
2024-01-13 14:30:00,OUT,36,22,14
2024-01-13 14:35:00,IN,37,22,15
2024-01-13 14:38:00,IN,38,22,16
2024-01-13 14:46:00,IN,39,22,17
2024-01-13 14:52:00,OUT,39,23,16
2024-01-13 14:57:00,OUT,39,24,15
2024-01-13 15:03:00,OUT,39,25,14
2024-01-13 15:08:00,IN,40,25,15
2024-01-13 15:15:00,OUT,40,26,14
2024-01-13 15:19:00,IN,41,26,15
2024-01-13 15:26:00,OUT,41,27,14
2024-01-13 15:29:00,OUT,41,28,13
2024-01-13 15:34:00,IN,42,28,14
2024-01-13 15:38:00,IN,43,28,15
2024-01-13 15:41:00,OUT,43,29,14
2024-01-13 15:47:00,OUT,43,30,13
2024-01-13 15:51:00,OUT,43,31,12
2024-01-13 15:58:00,IN,44,31,13
2024-01-13 16:04:00,IN,45,31,14
2024-01-13 16:11:00,IN,46,31,15
2024-01-13 16:15:00,OUT,46,32,14
2024-01-13 16:19:00,OUT,46,33,13
2024-01-13 16:23:00,OUT,46,34,12
2024-01-13 16:28:00,OUT,46,35,11
2024-01-13 16:35:00,IN,47,35,12
2024-01-13 16:38:00,IN,48,35,13
2024-01-13 16:42:00,IN,49,35,14
2024-01-13 16:48:00,IN,50,35,15
2024-01-13 16:52:00,OUT,50,36,14
2024-01-13 16:55:00,IN,51,36,15
2024-01-13 16:57:00,OUT,51,37,14
2024-01-13 17:05:00,IN,52,37,15
2024-01-13 17:13:00,IN,53,37,16
2024-01-13 17:17:00,OUT,53,38,15
2024-01-13 17:22:00,OUT,53,39,14
2024-01-13 17:27:00,IN,54,39,15
2024-01-13 17:35:00,IN,55,39,16
2024-01-13 17:43:00,OUT,55,40,15
2024-01-13 17:46:00,OUT,55,41,14
2024-01-13 17:49:00,OUT,55,42,13
2024-01-13 17:55:00,OUT,55,43,12
2024-01-13 18:01:00,OUT,55,44,11
2024-01-13 18:13:00,OUT,55,45,10
2024-01-13 18:20:00,OUT,55,46,9
2024-01-13 18:25:00,IN,56,46,10
2024-01-13 18:31:00,OUT,56,47,9
2024-01-13 18:41:00,OUT,56,48,8
2024-01-13 18:46:00,IN,57,48,9
2024-01-13 18:59:00,IN,58,48,10
2024-01-13 19:11:00,OUT,58,49,9
2024-01-13 19:25:00,OUT,58,50,8
2024-01-13 19:37:00,IN,59,50,9
2024-01-13 19:43:00,OUT,59,51,8
2024-01-13 19:53:00,OUT,59,52,7
2024-01-13 20:03:00,OUT,59,53,6
2024-01-13 20:08:00,OUT,59,54,5
2024-01-13 20:12:00,OUT,59,55,4
2024-01-13 20:13:00,OUT,59,56,3
2024-01-13 20:17:00,OUT,59,57,2
2024-01-13 20:18:00,OUT,59,58,1
2024-01-13 20:22:00,OUT,59,59,0
2024-01-18 08:00:00,IN,1,0,1
2024-01-18 08:10:00,IN,2,0,2
2024-01-18 08:18:00,IN,3,0,3
2024-01-18 08:27:00,OUT,3,1,2
2024-01-18 08:42:00,IN,4,1,3
2024-01-18 08:47:00,IN,5,1,4
2024-01-18 08:55:00,OUT,5,2,3
2024-01-18 09:01:00,OUT,5,3,2
2024-01-18 09:07:00,OUT,5,4,1
2024-01-18 09:14:00,OUT,5,5,0
2024-01-18 09:17:00,IN,6,5,1
2024-01-18 09:25:00,OUT,6,6,0
2024-01-18 09:33:00,IN,7,6,1
2024-01-18 09:37:00,IN,8,6,2
2024-01-18 09:44:00,IN,9,6,3
2024-01-18 09:50:00,IN,10,6,4
2024-01-18 09:58:00,IN,11,6,5
2024-01-18 10:02:00,IN,12,6,6
2024-01-18 10:09:00,OUT,12,7,5
2024-01-18 10:14:00,IN,13,7,6
2024-01-18 10:18:00,OUT,13,8,5
2024-01-18 10:23:00,IN,14,8,6
2024-01-18 10:26:00,IN,15,8,7
2024-01-18 10:28:00,OUT,15,9,6
2024-01-18 10:30:00,OUT,15,10,5
2024-01-18 10:38:00,IN,16,10,6
2024-01-18 10:41:00,OUT,16,11,5
2024-01-18 10:43:00,IN,17,11,6
2024-01-18 10:47:00,OUT,17,12,5
2024-01-18 10:52:00,IN,18,12,6
2024-01-18 10:57:00,IN,19,12,7
2024-01-18 11:02:00,OUT,19,13,6
2024-01-18 11:05:00,IN,20,13,7
2024-01-18 11:13:00,IN,21,13,8
2024-01-18 11:21:00,IN,22,13,9
2024-01-18 11:28:00,OUT,22,14,8
2024-01-18 11:34:00,OUT,22,15,7
2024-01-18 11:41:00,IN,23,15,8
2024-01-18 11:47:00,OUT,23,16,7
2024-01-18 11:52:00,OUT,23,17,6
2024-01-18 11:58:00,IN,24,17,7
2024-01-18 12:00:00,IN,25,17,8
2024-01-18 12:05:00,OUT,25,18,7
2024-01-18 12:19:00,IN,26,18,8
2024-01-18 12:31:00,IN,27,18,9
2024-01-18 12:45:00,OUT,27,19,8
2024-01-18 12:51:00,OUT,27,20,7
2024-01-18 12:57:00,IN,28,20,8
2024-01-18 13:03:00,IN,29,20,9
2024-01-18 13:10:00,OUT,29,21,8
2024-01-18 13:22:00,OUT,29,22,7
2024-01-18 13:35:00,OUT,29,23,6
2024-01-18 13:45:00,IN,30,23,7
2024-01-18 14:00:00,OUT,30,24,6
2024-01-18 14:02:00,IN,31,24,7
2024-01-18 14:05:00,IN,32,24,8
2024-01-18 14:12:00,IN,33,24,9
2024-01-18 14:14:00,OUT,33,25,8
2024-01-18 14:22:00,OUT,33,26,7
2024-01-18 14:25:00,OUT,33,27,6
2024-01-18 14:30:00,OUT,33,28,5
2024-01-18 14:33:00,IN,34,28,6
2024-01-18 14:37:00,IN,35,28,7
2024-01-18 14:45:00,OUT,35,29,6
2024-01-18 14:52:00,IN,36,29,7
2024-01-18 14:59:00,IN,37,29,8
2024-01-18 15:06:00,IN,38,29,9
2024-01-18 15:13:00,OUT,38,30,8
2024-01-18 15:21:00,IN,39,30,9
2024-01-18 15:24:00,OUT,39,31,8
2024-01-18 15:28:00,IN,40,31,9
2024-01-18 15:36:00,IN,41,31,10
2024-01-18 15:40:00,OUT,41,32,9
2024-01-18 15:48:00,IN,42,32,10
2024-01-18 15:55:00,IN,43,32,11
2024-01-18 15:59:00,IN,44,32,12
2024-01-18 16:04:00,IN,45,32,13
2024-01-18 16:06:00,IN,46,32,14
2024-01-18 16:11:00,OUT,46,33,13
2024-01-18 16:13:00,IN,47,33,14
2024-01-18 16:15:00,IN,48,33,15
2024-01-18 16:18:00,IN,49,33,16
2024-01-18 16:26:00,IN,50,33,17
2024-01-18 16:32:00,OUT,50,34,16
2024-01-18 16:36:00,OUT,50,35,15
2024-01-18 16:43:00,OUT,50,36,14
2024-01-18 16:51:00,OUT,50,37,13
2024-01-18 16:57:00,IN,51,37,14
2024-01-18 17:03:00,IN,52,37,15
2024-01-18 17:11:00,OUT,52,38,14
2024-01-18 17:16:00,IN,53,38,15
2024-01-18 17:24:00,OUT,53,39,14
2024-01-18 17:32:00,IN,54,39,15
2024-01-18 17:38:00,OUT,54,40,14
2024-01-18 17:42:00,IN,55,40,15
2024-01-18 17:47:00,IN,56,40,16
2024-01-18 17:51:00,IN,57,40,17
2024-01-18 17:53:00,OUT,57,41,16
2024-01-18 18:01:00,IN,58,41,17
2024-01-18 18:08:00,OUT,58,42,16
2024-01-18 18:17:00,OUT,58,43,15
2024-01-18 18:24:00,IN,59,43,16
2024-01-18 18:30:00,IN,60,43,17
2024-01-18 18:41:00,IN,61,43,18
2024-01-18 18:52:00,OUT,61,44,17
2024-01-18 19:02:00,IN,62,44,18
2024-01-18 19:07:00,IN,63,44,19
2024-01-18 19:12:00,IN,64,44,20
2024-01-18 19:19:00,OUT,64,45,19
2024-01-18 19:24:00,OUT,64,46,18
2024-01-18 19:34:00,OUT,64,47,17
2024-01-18 19:39:00,IN,65,47,18
2024-01-18 19:50:00,OUT,65,48,17
2024-01-18 20:09:00,OUT,65,49,16
2024-01-18 20:11:00,OUT,65,50,15
2024-01-18 20:14:00,OUT,65,51,14
2024-01-18 20:17:00,OUT,65,52,13
2024-01-18 20:19:00,OUT,65,53,12
2024-01-18 20:21:00,OUT,65,54,11
2024-01-18 20:23:00,OUT,65,55,10
2024-01-18 20:27:00,OUT,65,56,9
2024-01-18 20:28:00,OUT,65,57,8
2024-01-18 20:29:00,OUT,65,58,7
2024-01-18 20:33:00,OUT,65,59,6
2024-01-18 20:38:00,OUT,65,60,5
2024-01-18 20:41:00,OUT,65,61,4
2024-01-18 20:46:00,OUT,65,62,3
2024-01-18 20:51:00,OUT,65,63,2
2024-01-18 20:52:00,OUT,65,64,1
2024-01-18 20:56:00,OUT,65,65,0
2024-02-14 08:00:00,IN,1,0,1
2024-02-14 08:10:00,IN,2,0,2
2024-02-14 08:18:00,IN,3,0,3
2024-02-14 08:32:00,OUT,3,1,2
2024-02-14 08:42:00,IN,4,1,3
2024-02-14 08:53:00,IN,5,1,4
2024-02-14 08:58:00,OUT,5,2,3
2024-02-14 09:10:00,IN,6,2,4
2024-02-14 09:12:00,IN,7,2,5
2024-02-14 09:15:00,IN,8,2,6
2024-02-14 09:18:00,OUT,8,3,5
2024-02-14 09:24:00,IN,9,3,6
2024-02-14 09:30:00,IN,10,3,7
2024-02-14 09:34:00,IN,11,3,8
2024-02-14 09:36:00,OUT,11,4,7
2024-02-14 09:41:00,IN,12,4,8
2024-02-14 09:43:00,OUT,12,5,7
2024-02-14 09:47:00,OUT,12,6,6
2024-02-14 09:52:00,OUT,12,7,5
2024-02-14 09:58:00,OUT,12,8,4
2024-02-14 10:05:00,IN,13,8,5
2024-02-14 10:11:00,IN,14,8,6
2024-02-14 10:13:00,IN,15,8,7
2024-02-14 10:16:00,IN,16,8,8
2024-02-14 10:20:00,IN,17,8,9
2024-02-14 10:24:00,IN,18,8,10
2024-02-14 10:29:00,OUT,18,9,9
2024-02-14 10:32:00,IN,19,9,10
2024-02-14 10:34:00,OUT,19,10,9
2024-02-14 10:36:00,OUT,19,11,8
2024-02-14 10:38:00,OUT,19,12,7
2024-02-14 10:46:00,IN,20,12,8
2024-02-14 10:48:00,IN,21,12,9
2024-02-14 10:52:00,OUT,21,13,8
2024-02-14 10:54:00,OUT,21,14,7
2024-02-14 10:57:00,OUT,21,15,6
2024-02-14 11:00:00,IN,22,15,7
2024-02-14 11:04:00,OUT,22,16,6
2024-02-14 11:12:00,IN,23,16,7
2024-02-14 11:14:00,OUT,23,17,6
2024-02-14 11:16:00,OUT,23,18,5
2024-02-14 11:22:00,IN,24,18,6
2024-02-14 11:25:00,IN,25,18,7
2024-02-14 11:31:00,OUT,25,19,6
2024-02-14 11:33:00,IN,26,19,7
2024-02-14 11:41:00,OUT,26,20,6
2024-02-14 11:48:00,OUT,26,21,5
2024-02-14 11:53:00,IN,27,21,6
2024-02-14 12:00:00,OUT,27,22,5
2024-02-14 12:08:00,OUT,27,23,4
2024-02-14 12:23:00,OUT,27,24,3
2024-02-14 12:34:00,IN,28,24,4
2024-02-14 12:42:00,IN,29,24,5
2024-02-14 12:49:00,OUT,29,25,4
2024-02-14 13:03:00,IN,30,25,5
2024-02-14 13:12:00,IN,31,25,6
2024-02-14 13:18:00,OUT,31,26,5
2024-02-14 13:24:00,IN,32,26,6
2024-02-14 13:37:00,OUT,32,27,5
2024-02-14 13:43:00,OUT,32,28,4
2024-02-14 13:50:00,IN,33,28,5
2024-02-14 14:03:00,OUT,33,29,4
2024-02-14 14:10:00,IN,34,29,5
2024-02-14 14:15:00,OUT,34,30,4
2024-02-14 14:21:00,IN,35,30,5
2024-02-14 14:23:00,IN,36,30,6
2024-02-14 14:28:00,OUT,36,31,5
2024-02-14 14:31:00,IN,37,31,6
2024-02-14 14:35:00,OUT,37,32,5
2024-02-14 14:42:00,IN,38,32,6
2024-02-14 14:48:00,OUT,38,33,5
2024-02-14 14:50:00,IN,39,33,6
2024-02-14 14:57:00,IN,40,33,7
2024-02-14 15:03:00,IN,41,33,8
2024-02-14 15:05:00,IN,42,33,9
2024-02-14 15:13:00,IN,43,33,10
2024-02-14 15:20:00,IN,44,33,11
2024-02-14 15:26:00,IN,45,33,12
2024-02-14 15:32:00,IN,46,33,13
2024-02-14 15:35:00,IN,47,33,14
2024-02-14 15:38:00,OUT,47,34,13
2024-02-14 15:43:00,OUT,47,35,12
2024-02-14 15:46:00,IN,48,35,13
2024-02-14 15:54:00,OUT,48,36,12
2024-02-14 15:59:00,IN,49,36,13
2024-02-14 16:04:00,IN,50,36,14
2024-02-14 16:08:00,IN,51,36,15
2024-02-14 16:10:00,IN,52,36,16
2024-02-14 16:15:00,IN,53,36,17
2024-02-14 16:22:00,IN,54,36,18
2024-02-14 16:24:00,OUT,54,37,17
2024-02-14 16:32:00,OUT,54,38,16
2024-02-14 16:36:00,OUT,54,39,15
2024-02-14 16:40:00,IN,55,39,16
2024-02-14 16:47:00,OUT,55,40,15
2024-02-14 16:51:00,IN,56,40,16
2024-02-14 16:53:00,OUT,56,41,15
2024-02-14 16:55:00,OUT,56,42,14
2024-02-14 17:03:00,OUT,56,43,13
2024-02-14 17:09:00,IN,57,43,14
2024-02-14 17:16:00,OUT,57,44,13
2024-02-14 17:21:00,OUT,57,45,12
2024-02-14 17:27:00,IN,58,45,13
2024-02-14 17:29:00,OUT,58,46,12
2024-02-14 17:33:00,OUT,58,47,11
2024-02-14 17:35:00,IN,59,47,12
2024-02-14 17:42:00,IN,60,47,13
2024-02-14 17:45:00,IN,61,47,14
2024-02-14 17:47:00,IN,62,47,15
2024-02-14 17:53:00,OUT,62,48,14
2024-02-14 17:56:00,IN,63,48,15
2024-02-14 18:02:00,OUT,63,49,14
2024-02-14 18:10:00,OUT,63,50,13
2024-02-14 18:24:00,IN,64,50,14
2024-02-14 18:33:00,IN,65,50,15
2024-02-14 18:38:00,IN,66,50,16
2024-02-14 18:45:00,OUT,66,51,15
2024-02-14 18:56:00,OUT,66,52,14
2024-02-14 19:02:00,OUT,66,53,13
2024-02-14 19:10:00,IN,67,53,14
2024-02-14 19:18:00,OUT,67,54,13
2024-02-14 19:29:00,IN,68,54,14
2024-02-14 19:43:00,IN,69,54,15
2024-02-14 19:55:00,IN,70,54,16
2024-02-14 20:13:00,OUT,70,55,15
2024-02-14 20:15:00,OUT,70,56,14
2024-02-14 20:16:00,OUT,70,57,13
2024-02-14 20:21:00,OUT,70,58,12
2024-02-14 20:23:00,OUT,70,59,11
2024-02-14 20:24:00,OUT,70,60,10
2024-02-14 20:29:00,OUT,70,61,9
2024-02-14 20:34:00,OUT,70,62,8
2024-02-14 20:35:00,OUT,70,63,7
2024-02-14 20:38:00,OUT,70,64,6
2024-02-14 20:40:00,OUT,70,65,5
2024-02-14 20:41:00,OUT,70,66,4
2024-02-14 20:44:00,OUT,70,67,3
2024-02-14 20:45:00,OUT,70,68,2
2024-02-14 20:48:00,OUT,70,69,1
2024-02-14 20:52:00,OUT,70,70,0
2024-02-27 08:00:00,IN,1,0,1
2024-02-27 08:05:00,OUT,1,1,0
2024-02-27 08:19:00,IN,2,1,1
2024-02-27 08:30:00,IN,3,1,2
2024-02-27 08:42:00,IN,4,1,3
2024-02-27 08:51:00,IN,5,1,4
2024-02-27 09:03:00,IN,6,1,5
